docid	prediction
U3SwdVzdmq8bJTv4nQ8zA	4
YqpclG5uUAGGP7TllDYeKw	4
0oHhuG8gpByr2rlaM4D9w	4
t9XIEmYpdntwK3ZIE1DwwQ	4
V7UTU1GvsHUsWFzfnMh3mg	2
7HKsfr0kLfhWFyeNNLQ	4
lJjUJtPpGD0BI30Sh2Ulw	4
cKBDydIaXUaKdVDE6HE0Q	2
bbD4EhDbYJmuU0JLy8oAQ	2
yhgtCxdtQRx6di5AYrkBfw	4
MDXsbWtxeLflEQ8r91O6Q	2
RBPjfZEF0pOEfGjFvxrcHg	4
uHfyzoyBL6GpcUzP77ifA	4
8HbyNpCltgCpQokYAcnZDw	4
JKSiPoonlug1JBzj1zSnLQ	4
GjIWEm7oW1Emwq9X3LZzuA	2
5sFwIG2Mo5xLA3XWvDrP4g	4
gRl7fVHr8LsuGFUOlFUig	4
75rQ6RJuxgLa9EkD8SpCw	4
b053E08KyMMYoVEYLzAqcQ	2
m3gWIdwrJQHfh8RClibLA	2
NZbAEDtfozxrfzPBrhfdA	4
63xWOKKOhGd4gLlI1QAw	4
K9FjQMVSpb0fzSfTnrwZw	4
RADksYV2BkUQKjSnzjLqgQ	2
WLLhcYiFW3zInJ9va39yQ	2
yb52b2hDBSRRkJ2oepKKA	4
mqy2EOHlMqSDmpVR3W07BQ	4
9DzOmhDKywUtnLvmOJbgbg	2
GRhoTWhlpbFDzyUAHSuVw	4
hJrpxY2dNtVBgY1zYRKmRw	4
CZ4dbGg1rLMgoM6mwrfiyg	2
Vqz6knEZVOHT4FYQgyElQ	2
DYNV4U1rsANXVmUwOjo4eg	2
e0lZwXuiyDNej5SOLAdA	2
O1pk6lxrTI0zJrdQuXhIEQ	2
fity42JPqtZ3k80EAdFQ	4
CAU28Ak8LulQjNUQib9odg	4
HmeFcVx8gWFqJOq0ejBAw	2
OWELiBF1nNltovsLawdG1g	2
iSMhcqJjQfds3DYIOMcrQ	4
8cA9uDcjh9eict7bb479GQ	4
ZSIJCBuEiqCouEYF3agQ	4
bfotXJWatEkHOYybzhZdag	4
6zUOeo1yWVPMbdN4uSDtfw	4
Qf4DO6TkaP5ZMjzGj8n4w	4
JBb5MR1odvGF967bcMm8LQ	4
c5gglfEfL8anMqyuEK9btw	2
9ssedwj8uDWhMn5Qj5MAqA	4
uhl1h2JWfhuklGVakYTA	4
jmpmB4uk4xUWBbZR70lIQ	2
tSiBAiFXTTuhRaXiOK1Ktg	4
hADocWwq10R3OwxxYoBdHQ	4
VPx0sPHhZqlmWTYewGBWw	4
1PVCbS61Xd6zcdxSXMcYw	2
Y8GK7iJU0zTGpBa2hjmw	4
HMyr7zpKeXVmYR4tpdn5lg	2
pshhVbhOWcUUoGUBh6U9Q	4
dIgQFjjH4Yi3pkgRs6Eig	4
WPJWxfQzR2tXsIzKwTpg	4
TVpMyQGHL2aT2gaXGyrNNw	4
J5CAOQFAo2D1Cey8YwFOw	4
0QhqFMlkihlZCMPLqEJgg	4
Mt0nGq9HNitEUkOU4ebWTQ	2
KjoYkPAvmSU1gsK1xwQdQw	4
wVgNnqUqOND6sfZgyq9SA	4
Nj204PCJVcUyKMhNBY05qQ	4
v52JLvMIchKZoiUShjhQQ	4
p9BHxAOk6pRdPjLU1ASfw	4
YlgDjSw8sFoJ8eahE82LTw	2
Dnt9rtiKGxDL7Ikrm66IWw	4
NAeWYp8QnYDR4OptzJZr6A	4
BXJ0CKgyBEgd7EsWUmmbw	2
2g3MhVCkA2IcgQZOFs6OQ	4
vH7aMDYxrFQ4iy59QAhNyQ	4
vQhX4ziavOuv4WParPJozw	2
V5vHvJKjRoqFXSdvxAFjZw	4
KwdjQrXAxhm2UAucRIc42w	4
H7LVuQ7Tm2zzG8Q0a370fw	2
zLIMHrPhgmt5FS2vPaNCKA	2
MvzWDe1BtM3KeFvmsCsow	2
RXLS0pOciX8nOONV9eoGew	2
5npDkUs3qCRd350MxELfbQ	4
vPuIFbu4U0pMn02vKAkew	2
B8pmNy3pUAeJWg0rEtf9dQ	4
21gI4DZzfwIrpI3yo2Tjw	2
ZFeM2oGZg6Eez4Vvt2Q	4
7hvqxBUo009MXtcBnE4AA	4
9YsiHGIs55Ztn72iysvpQ	4
ljDzKkGuN54d0nubhTWJQ	4
kxNf54gZAYu0RTxD1WQ	2
nyu0bdcv7gC90NaxDyK1uw	2
A3ZxcfyHWH4eWTGjvpte6A	2
PVpAhQA7Y18jKpd6gCS9Q	4
bQAtM1LIG1ApEvunf6bacg	4
xWNSji2gTw22MVosse3MXw	2
b67deEAgmsJ4TlBK8KSywA	2
JUcwmuWql2AUg0BlGUHvxg	2
fHM2U4rn3fJiTaEk8M5ztw	2
mvqlE3PnzCa2Cm4aQyOQ	4
fGs0gP46ImEnqM8HKzlbQ	4
uGHwteOUfmdEuY2RMGo9jQ	4
ijMup4Gn5vJiIvUjZHX8A	2
i8IeuxUOmF1a22G9QZAOJw	2
dmnPoHHkpc9Cv0HvZ9S8Jg	4
MfCShKt7hjW9MN6Ci3mIOQ	4
7tqxfeCOP2KeVTTdAElpkA	2
0Hgx9mjnwVA47yy6v0fsNA	4
fM96XSh3rGZpfPNbIvFk9A	2
b4JWa9cqqNf8LXf7t1P1dQ	2
HY7fTS6ob7EJyJUYfctbw	4
OuxQpJNXMDMyrtLFWBruQ	2
nyh4Fl9KadrI1C5gNSLykg	2
fp5X0PqHHRpdUJHgIkIsQg	2
4TqKKAbPYDuHkdLpWDnXEw	4
XL8liJjmqmxPmW5fh6A6w	4
AoYq9zJMCMSYr6GZC5T6A	4
K5J2czC9ZisVGsfGaESTA	2
cJ3aL7YouKrbBl4A9DlQg	2
aC3wDthbSmbVXWrzKM6Q	2
SWMDsUoIFLTC3tnAMSU2w	2
NphZ53VGehREbpCkh916g	2
E7NY1DuCAmXtrUJ01z3ofA	2
FoBc2qlf4GyG8Zesa5XyzQ	4
aDgzu2IeW9ELGTTDxTbwQ	4
ckcQj7wrvct8dqFVUXWtxQ	2
4LpFhpJsxj9Ev1ufOHmOw	4
oVljFvSdGw0lS12k2itA	4
LKAAxRm5DA1ckdu1DHILOw	4
PLVE6pIPJXYVok4AHynWUw	4
W33ui06ukb6hGAHalqfP7w	2
NQdidsiLBIUxPEZnqc0yw	2
WGNB7Z9jqAV5is4uqeuNfw	2
uQAUFBE7qtRYHMQHHtw	2
kMQBWYoKugBQUuLY48LUA	4
EigqxNZz4zH0O6Z2H9Zmew	4
PGAIBsky6a26hgHZfjhQw	2
kJpoQkVJ2yUpePr6dmtGA	2
x8zqLoIcTghUfpkGVIZDwA	2
aDYXpLXzMCMusveOWAg	4
9xCtDGja6saSmglq5d1gg	4
ReNWsHvJB8orSo3PBS1YJw	4
qux8m1aNieq2LsIdjlgEA	4
s8Xn3NRAysWF4IVUZ9WA	4
gISuHDCUJ4GAuiFJT3ZQ	2
1Voi9uOgdggbvFye49Rw	2
oHBooZgCz2hYo4H8wcJ2Gg	2
f5E7zI84TDGPLc0xPFgULQ	2
etUgMkh0Ch3oEMQiGQapEQ	2
m86tVLWkyawvoDfAolzqkA	4
ulzbKo8AoAuQ2ozUiDDFw	2
XHHoUr0lNrW0jGenLTDBg	4
rPUR9Y0WRNo8Y5xEfUCMfg	2
VkewpnFfuTWjfJZqqCtSw	2
txbdTTfOMpt61KTGnqg	4
3VAiYwo9PU57UfaBpBYwg	4
xZzrPE9vuquBd9wVsBj1uw	2
2rMlWsWU4ZdC5MluvpvcfQ	4
g6RToaqt2k1c1QjYUYLcwg	4
gsCxHEyGeNfaxmlyrIrEA	4
Vff6IHQXTuZ2eq20ML1svA	2
dsKtRH64g5a7obGvAee0A	2
kAOUcWWXIJ4VmnNSsDITjA	2
VZCLnQ4O1wBzgDiIc4Cg	2
XH2a79CtYonGv6fiEgnkA	2
mKQ7zsrqL7JGdXgf9t4A	4
ZyTN56KKwJulKEuCI9GR4w	2
cjZSTIReVVkvaw29i2gAbQ	2
kJJWhOMF2dkdsbkP2TwBg	4
9aYMKRWn7CCKWZzFLySPQ	4
umHFjmqbnpKjl4heUQ6PKQ	2
xwsPVLTLaAmy957NyaVeQ	4
ONHMvRGIxgsQNxvmbcl37A	2
u6sNEOA7ryGOyvLnNleNHQ	2
O1RBGcXzldz0IiVjsFjY1A	4
cbmGzQxzh0OpV5Iqde4Rg	4
iw5jFHgmNw75JqtB6QqfLA	2
gUssAwT6xR3qPg2jMt6d5A	2
wIty8qbOjRCUlYUnzTOg	2
GoCk7lmbqeQNiKFOCCcO0A	2
JQzw28dtRYgNv72kjqU37w	2
xSgUAuYr8scNchWDEcJmjQ	4
cng5ONz6RE7ixx3O2Rti5Q	2
l0VCHz6fuXQxXBdhvFLXA	4
TDaV8BXvfG5S8y7POODw	2
jviec17dFs7OpEX2sQ	4
57btAlOJ5h4PibmnUSC6g	2
kikLDjQNmao7yO7lwqWQ	2
QuK2MsXzbszq2T0co2E6vw	2
2zL3UUCu4EQeLizz0Ju5tA	4
MbRDNiKEePFUS2ANmq7g	4
85hfUlHnSgoQriY97ZeJg	2
Y3JaBcAuVJEgpvm7evUrBg	4
w6e2gqmOxPAwUffamTaanw	2
QaYkElr6fCzb98W586A	4
WuSNFYRoIiN6xf6Y0ZCKtA	2
CFHBdjYdb5miTZLwOq6XqQ	2
YaU5rAxTjVr36CgK4lyA	2
UDWZgaHyuHGBpVUQBPxrQ	2
kbwVza9E9ORnZAP1JtZBA	2
43pjlMPiZHXlEbnEcEiSoA	4
vpcq36f633k4C3MmU7G1g	4
EI61e4WItXIVl4ayV8Rg	4
evsvnAW6f3RH4NJ5ZMZLw	2
GycC6YaUM81O9pkG3vXBlQ	4
3ap381KzfrWgR9Z4oUQzAA	4
dNuUCK9Kxlihfdt0o2PWw	2
W8DiWnZWLXDSnGT3rlCSOA	4
Hws1OqgrybjyJUS5i9sIEw	4
XkOGgTboIhdMCap8RUIVA	2
mDTtqiyGA2e3y85mgAuNKw	2
ZvGODYE1Q6LD8Ho7EVqLQ	2
uHXDmjGIcy59HU6ZKZPkA	4
heWrV5Kg7MoxAUqtVhtWA	4
MHQRbq8Dlf4W8KVRxzwQgA	2
ekhL1WjfCIg5Fq5fRzvafQ	2
Qgpk4xwLYovuHCDRKMe5A	4
fGQLS2dNqkidAO5Uq5MWg	4
CQIvkgmhHToNMPIaHrg	2
7ZqVMyoRBc5Hxyy9mJOJmA	2
Bmxp7A5asCahrVfXL7gAA	4
fJjoXU5ztUrcrWp5Vjksg	4
Vf03QxKTUlbKUuIMseSsw	4
ftYQ887EeQNAfUHjsvndzg	4
7Bcvu5GKiD2zV5ZfzebJw	2
vbQJnPhITKMCUUGkm9zoGA	2
uobmrFU5dCfD4EAKwUMgyw	2
1YkIKV9Y792qdNC6qfGuZw	2
e2EOIeyo4xbthpUNqmDcg	4
MSyozGxmn2DM0dVqMylQ	2
zpKYvuHNDqvOfzPVL7m7Q	4
97n9rhRGarCU7d2D6Ip8g	2
zSIPAzuXY95X3l6QrE7dg	4
ybbwKnDWvVXlATM2Jgc9g	2
zTByqX2YHhVT9ezUMZiQ	4
JaDwynS5dOrR4KDw6InBkA	4
o5F3MIc2r1WE02Pt65w	4
Rn0VfugFuD4gVIQ1A0Saw	4
zzdD9lx5OwZ97M7IuEA	4
8Fv4zFCt7K8qgpC964MOg	2
4U77lEdPW1IWKbdKnVSFUA	2
9Bth4XFCCyYiyJ57xQ60Q	2
6AaNMGAWqCoLXOs0NFtag	4
cBF0Fro2R5z4jItIUAwGjA	2
hsEplmtMO3lcviT8LoXLw	4
n95Dc8k0dOlHG6ugy4bRw	2
0TZKEsvKAZM1g3FKVBXiiQ	2
DvPeXlf1ibyIC2Q5HQWzWA	2
9qYgkbSljmJiFDu7Vt0xBg	2
AcYT9Ed64v38g9Lh5KF7w	4
N0sf27t5CNuezWhgTDlaw	2
C5vqfndHZdjDeJQk5Dq1Q	2
Ms6cRAOT11ZIv23LpKrSw	4
iwz4KvVpakHI7n1Bc9B3Sw	2
2JOjrk1Ul8enOi8Y9tsWA	4
y0dAjWCp6egN2XdAurN9A	2
zjb62Ndtm5VZM1TviKQkQ	2
0IHLIDp9bR6e0XsIltfTsA	4
nnqRlROC41nlAXEUTwXRJw	2
durcPC8Qe1v6R5Lf0BvC3w	2
uXuYtR8e14poihG0jCVPA	2
c3HhqeQ5v8uv6avDYsrAZA	2
VCXbxQBQaxCWP859QI3NoQ	4
nC70zEE7AlysdQMWW29N9A	4
syWq6Pwzn9XrlAXM8EC98Q	2
TZJlWONlrYYdkYwvh66eQA	4
WaOfVIrf75jbStrMwpFYrA	4
EkpdbddUlTq5BePiMew	4
LVmKiDoQ8deQdcOJDaTPfw	4
QzumwtcVfTBkzgKzB7DBA	4
kCo4PcoZXfk48lKFgzNptA	2
YITEJ2mlV4uVLC8ixlznBw	4
GXXc0RLsUuic9kjKelLx8Q	4
sEKB0JSIkXlSZ1aQ2G5aA	4
Demv8iEosHOsIfoOqq802g	2
7qOonQxM9li1WbSc1HZrg	4
zVYeB5FJApyL6UiftheHYQ	4
doKC0EK814O8zR6a7F9qcQ	2
AvsmxscfInVNB6XZVo4Pw	4
Txe8iRNL3dV8uUpz9vFfRQ	4
gtGZmKN3qQgkL9tSWMqlrw	2
rwz9zsrNb2P8Ci39EG1rw	4
MWHCYosUzLCcwe8FgVlKQ	2
ldat9M8k4FYtQx0IFrhQtw	2
ZekMlKVHpCy3Jf3fVH6Rsw	2
tYjT10bcTbSwbZFogsKg	4
Cmxyt0iLPMLCFFLzdaYg	2
PcYqALY0ZxfCcnV1uNdkAQ	2
GbTml5rSth6KisSwDUmfqw	2
U4RfpIDH4LQzr0x1zLRIA	4
O0DOBEoWk8KawkEtXvVeWw	4
CjgV1rIPniSfgdo46eA	2
bhlbKlxBCpIYqwpGTrXIvQ	2
ordA0KOEEDiLqiIzUHQeng	2
mOBOH8YGl5NKPguAdF4dQ	2
J3c36kUnLBEvlTAnxQmNQ	4
tWdjIPfIKk9Y5pxN0QNthw	4
pMzs2IKoZvaUxrDENdS3Q	2
Q9dAwtNagnHl7sqDlEkxA	2
hjr8FDHuRIgKswYVAww	2
RTGeAC5w7V04ZDsRaHK20A	4
PGJuDw24B7NjA4c54c1YYw	4
RhrjphRdhTZBkFUwebEog	2
OqDN49Haxjxt6mw8r3NnyQ	4
qqesha7MuTTEcy5eMWSDQ	4
Z9L3nf0S7hskmh8SldZIQ	4
fDIHbqb1ODYvOeZpxQfq2A	4
aHv2gBkpke4B5VrOpIhUFQ	2
YT8vwgmqZTJpHkfLywggQ	4
XjjidKNm4VRyD0dbLq1hMw	2
NNWWhjrBGiXis18hobmEgQ	2
ZVIrjg8hYVriyiitTYPQg	2
nJW85ePs7FGrBwNP0sTCw	4
f7lwjAAsKQ9aTHbiN1ntA	4
0hubUsQoCWbSAHIw8i2YgQ	2
FH8VzByBBxKERHZDqLjMpQ	2
aXtB95GhLlhm0geE2IwQg	2
TPosPf5xz3EYUkDnToKBKg	2
2ruqkIj2L6MKTaPaA9uTg	4
qtMafZQqFkXHhEbByizmw	2
SUJayr8vNedOXFLRhbT8A	4
Y3jzhyxfAGpPufSLJeQ	2
BlKsmR8lxVsRpFDGM3GMaA	4
AA6QQUFGWWkZlbpat46OfQ	4
KRJpCxopJaWrvEYl1eQA	2
IAWwthMqh0Kv9SdZuW7wSw	2
rKNFXVT8RCZVEOxGeCwg	4
ZVksON8Ar2MDF48cEpirXg	4
3QFWQRujazEALAFsOjDsw	4
8AM7efE2PsGt7D9dCcQKA	2
tKhq4hAaQDYv7jJ7uuFaQ	4
GRiFU6Fd0y91W8HW1qw0g	4
LvFkYOzbqVIDg5kXThB2Yg	2
X7rnhQziswCzon6UM7n0ew	4
Khlg3J6KJ4pRKwpNWxFXzQ	4
rADYpRLhGJVKyfbMEaegQ	4
gdBRv2emZqJDy2QyQZTWw	2
v258CiJOd8gtIycXIjpIsg	2
Y3QjzCbG6AMyleOnqxBBoA	2
RCHSPjx3iHUUpmvrh9e1g	2
aP9kG6CS8gOUA1i0EQcaQ	2
FuAJKRw0s3oHkkf9FmPClA	2
8txNn2dh489FCE0rbfyfhw	4
rBj3j7UkXOWBt3c4jkHjfQ	2
y6q8dNptKB7zKIMoOdKwRQ	2
QzNwiSvEqQwWsitGmiGXOw	2
8oC1OqvoaB2pSdTdVmPHw	2
0O16u1L2RsIxJMGu9U4w	4
dD3jW89M3Lsslf5wYWmEA	4
vtjefAEO5Me29l119oPA	2
RII81DGf85zVkd88YE6Uw	2
7BsKq9SgVL21oayWwJ1kiQ	4
NifG0Wak4rc00BHj22nuXQ	4
PH5H7rYFkwclBXusH0Pmw	4
mNYeIxtRqYTwEwJjW00d6Q	4
c1I69y1P1fPqh336Moezw	2
ci8ulMiodtJPRZUjrcr7WQ	2
080M70XVWNJWIXbxBSKgqw	2
MlCLtAT70rLBkYN0hNPXdQ	4
yhDImzaIJANgKxjdSHaJtg	2
s76O7meM8FYTVo5e2oeSQ	2
wHGBAIqWcZWuTXeS3Rs7WA	2
ucJRgDojr9YCuMSVVv4wcQ	2
WWBGEqinMuMFDFaxfsnWw	2
tssF7eEFHHKdvj7XN76RQ	4
D81cxtbVDILJIEXS8DYLGg	2
eJywzQ3q7aBosD495s1w	2
wudRbr1KT3y5hytCXM482w	2
9sSEcsGpcPmGejYCDXIQ	2
yQUYg5k4uCTYfA6r7GHtg	4
QtficVszxW2fD70N03gnQ	4
eQVy9ieohRrIVUbGVI7NOw	2
neRay46mV3VTNVnBK20eXQ	2
AYCBZoYzAD2J55mcwXtwfQ	4
9y6v5Reoy031y5STvQSB8g	4
YX0CXFF58CAhkTPu6A5OsQ	4
GJxfXDUfDhe0JzYI3b20A	4
Nwsil7cgcarvXrqrz3Q	2
O0zwe3SDWY0hUVVbevKXTw	4
k96sz0GcSGcfmgVruiw	4
o6rc6s4gE4DAhWrvNISiA	2
0vxPxjH9VFolkqEBT1312w	4
0IcB2UuWRXV4vxeHLkZ9w	2
KHtqHI7tCFhPBRyyAWVkFw	4
AscxEVhGe2QDGwM5LOds0w	2
iuao8VvMVPyHPLtxaUvjNA	4
WTlvAM3R9T2D0ZLQmBOA	4
tqEFhK5bCF82BYSpoXWnUA	4
oeV0GO2Gka9mGATd7G7Xw	4
noMpCOw6RnYuzzlQzB1eg	2
YKU17bzP4BP0uPhuyyA8A	4
5J8Fsg7PvUIW10gY2JlFpA	4
U08Mu4AIsE29BF32XG5PA	4
LBFx80EUxVjzcEUgUQQPA	2
Sx0ap9eeJ854EUS1MOKaWg	4
IdzUk0D45JthhY69LVSFw	4
jyqDFDJv2wMBBJZkMOG8vg	2
O0Zxa1yb1rUfhhkBGdhIPA	2
z3cDv66KajPtVJLAofPksQ	4
LOlBfuYu3pJCculzN7OKAA	4
0gkkbyFmqUGU7yrpp8rTRg	2
oVs6iRCHoVw3mwqVfdU8A	4
kPLNpf0NeloTd7gBKqlVyg	2
I6PtdUvbElGAgPABKanug	4
BBiqkkHpYsgyJAa4z4oW2Q	4
lCLf1zgIcct5GfQgRxKvfA	2
NahP4Un146gRcpfDhfZg	2
VInbwqP7xBiP52YJ5soyHw	2
XUVduXLNKK5FOgoRWgw4w	4
btW0uLVwyMuRG1ndxAWA	4
R9E8fgMgSKeRSCE2vlkGA	4
s1ccHV0eR1WZ49mqW9fWcw	4
QmOosbXEWRZZ7pSLnFPQ	4
NDkZMfMh5qnosy61SfVKBA	4
cBCgfz7PGY5M826DZ6M8A	4
my3a8VzltyI6R8ZWGJAdQ	2
v6hI7YOSIjI0HJ15fC15oA	4
Qiaiql6sy4kdxZOtYvHrLQ	2
UTIBNJW6tEblYwxB5i25oA	2
HmKWMD4MKwlrRQOJvZwr3A	4
znQBjk4N2pB6C5cso8tqQ	2
hizKh8hmYyYFqjCNiBh1Hg	2
6sfLWeX7PWd8XWROJJlkQ	2
R20zhsUJG9RPBWOFE9hvw	2
kiTUWQExinFmF5eVf0L31A	2
mwWD5kwPdtsWSXuJvAaoEw	2
3CwqVpDfgZcH3qtyNh16EA	4
G1qOqd1CvhOVrB60vXOXvg	4
Ps559xQaEilNCMShbYjUw	2
h7t2l3tSl1XGaUtPIuhQ	2
wwZIldqiAK8tcI1IYxmfg	2
bbzTRQIN90q5E8B9o8ADA	2
ULc7b3UBOhUuT8311XFA	2
wpjcfVelLqKUoR7CM81Bg	2
Yy26IAloRb9DypMO3QJzwQ	4
N5wz6U62bpTvCOdRHA3gQ	4
dB3toid1VkWWpsrDhDj6w	2
zkheU1ghtPsVGj2hFPJ9Ow	2
ZRQypTm8Wtw9HmIWvEXmg	2
dqqSUfdHtuXrWJJYcRPcQg	2
mfUjt60mdbQZ4CDIBQAEaQ	2
qusBKIYU4yCt06JjqDRl4Q	4
lXlX74eONDpfMWpVWZJOaA	4
CPyre4QpkpJtunsCoJHgZA	2
crEHe9BRwpu5j3H57vdgg	4
QyxUsGQbHXSaCiG6Kcx49g	4
fOx0TejXQ257krFzm6eLtw	4
antCbXNnnsE9rqeU7wg	4
vph3sreoJKr1MBlQRfoLg	4
0tlIr7tPP5INU0ZRy0YDg	2
oxT9go6spI1kwM94lTBQ	4
zQhkylzuRiirJfh9iPkXzQ	2
ffSZKwvGuW3hkuGQ98HejA	2
6YHncA6s58oVohFOqlldg	2
AQ32iXhGOrPDpgivlDCqw	4
7ARDgwkF76v2C7AFRW3kw	2
8AqevjoO3KGkAY6fmv26w	2
7AeGb5Lp7nCrhOmXqUJ19Q	2
grYzYYOtNL9VIXSyRNtM4Q	2
L2AUxUHoCuHhosiJs3imA	2
4RzkBVTqk6RWD7Pdy3Ycw	4
awkSA5pFiUxxUX7HHkj3A	2
Ks5i2b1mYkJi6pH2g9aKQ	4
Ef7ELMtvQiDU1xN4Bowg	2
ZR9bcmYV8BKwfUXQikD7sA	4
VfpEf998pLoxYdmHyrEeFA	4
HGKQwSzshQCBBLticgyqmw	2
AIhYDORYfQCaCcKfVoAwmg	4
DKtaZ07Ek1JOD4iDmBruA	4
C0Evl0slhaJJEk0jP68ZfA	2
9H3iBb4ARrQme6nC5qf5xg	4
n0RWaSsxcdE5NM6dUbBw7A	2
LbIHJUSoNbaNSYx6R3QVPA	4
EoZb6L0zdx1aGZmv1cAcw	2
n6zNQsMmjZHBc9IQagJjjg	2
HX7ZVZqUzGk3iMXdmQvsQ	4
KJQdqVqWX1hzoJtWPz18Hw	2
WYQDVp08NxhmNPFznicVrg	4
UQTILKe9oddz83JHFBCwow	2
yGZRMDGbyqxsrnYE8U9Zw	4
sJcmJEEIq859DTjD2ccA	2
KKI5N0izxjPujENoDcV1g	4
uYBCp7f5JRH1ahznEyHQ	2
YuTs4R2ELvSU9fvGk1f7WA	2
LMeXIwXhr0MhU6d5c4dzaw	4
7TcpjRe4Vp3UHkEx6tMKg	2
03C4IuYDOQDyOosDeG38hQ	2
GauM9lRBaPjmOupPnMSEBA	2
9ms4gBxJl4mfGo9hhJO2Zg	4
Wuei9UkMJbbsyMaCDhfXgQ	2
Ds5raNLSOVkcIEgCDnhw	2
pwyRjVBm9rNV3Z9ggqfg	4
YEVU6WkFTjmMbkxqBoFUCw	4
z0cAv66KDBvDA1CRtKWWIQ	4
kQbr9vB31fuFm39ndrMEg	2
ix1JQzqoHddObrfcYF3g	2
YRlaKahteWkpILNglJ7RNQ	2
CozFvCwbVIojjTOOp4yrA	4
JEVeZqsVl3Le1PIpgENsdw	4
4TaK2l6vVUcQhKWiop3vYw	2
xN1nhXjafmj8tWUc8IvpHA	2
ahE9JxOnpTE4pWkm0ytl2w	2
LkxM28VGfM5Fn5nLycvcHQ	2
4FJKvJAQVMgtUhNo0mzSYQ	2
hJ2bNiVK9BA16N72CGVHA	2
wgBaBMXpYcEL7PvM7CB3Q	4
A0hFhhS25BL1JSCLxed3w	4
1zklxhbJoKnE0uXrVxw	4
WqwOIr4YN4xMNUDyEXefA	2
422ZJVqK0tpTsQJqh5lA	4
4YcCL9yoASgaCyZ63oA	4
VeazC4WhmCtjRCxnK8LiMw	2
aHh1ilcak3TQzXg5PSwg	4
J4ERmNBDhs1Qb4H9oGY9w	4
9zty8zx3HiLbOJaEQtpw	2
AqrpckUnDI3Iw5qe7W1KA	4
Iyql3fCjr8hgwg8XANBjA	2
cOqBGEuqaq8ZUSMoHULg	4
tvOiSInxhHQjnDNwScOqQ	2
5n7634cx3rkwz3FNMbkd9Q	2
eWqxs0CSljsygFMLNI7B1w	2
ETrJ9xs3zC7qtppDNQYdg	4
xuEemRtno8lPfGru8RsdA	4
Q8OnWpXCj6iheZPFHBEbw	4
muObFn48fbuxbZvBJfQ	2
xzD0wZpbwMnxiylgxyu3Q	2
rcgM6DPxzUIrb3BywVIrg	2
HyqmTbfOgrcLlrn0HA3Pw	4
hAL9SyuYqYfDoJYccUcKA	4
1uh92cf3DDu5JThaJuPVg	2
hoCKsxobb9Mm9aGdTP3w	2
dyhswRHM56yJ42OmZMbLA	2
QelcWrwiPx4TwHUEsFphsw	2
qhaMgU92KcDcGgjpcNFQBg	4
ALdWAnB2YCUYSaKlhL6tA	4
f2m74tEShNFoaRxjegIE2A	4
yTYSU4iL0gv0jqYZnJft5Q	2
gMCIAMPFTfya8tsaG0INQ	2
P7NfvGilu7crFMppmKWGQ	4
z6Cz7NO7WHiSXCTYaK1Zpg	4
PsA98kmRdHo47vrjp9AvyQ	2
se7c01TxGJ66UL27PPjQ	4
l7GVP8ZxGoxy15J2VhvICA	2
34KyTJFpVYYViBSK4Gzog	2
hnbwDvBvx0P06HU2whY2kg	2
T2T3WRThUglgtzP7r3PCKA	2
KzaXtcNV8q6eQDv3AuMoUg	2
zWMSR2FAzz2SHsy1A3eig	4
OzDItcuGJWtB7NlZIkIK2Q	2
wga0wiUAVbvMmLg1W1Scww	2
qKLDWWhr8lNJsXRN5XdAJg	4
QXJL9XoTGl8PQlYICkL0Q	4
qpHo45xO7YByzO5Cv67ruA	4
pFFPizG0ufttpsffbdD97g	2
qd25ig2dW0cwpMi8ob6g	4
W9F6dpWfMIa6x11GJQsIw	2
AopFiiAm8qUw2PUhdzqOiQ	4
0gHyDKxF6dgjPevvVey1A	4
WZeOpKjCEdQKeSWezgEDJg	4
csSSJh8hTSsx5K62xyQ	2
SbyiNSwLllJuZNQF4CI0jA	4
J73rHBgfBEbZ4wqfxI4nw	4
Av0mhu6eBYN2ZboW2nP5wg	4
xFlXIll1jpPm61pB1tmSpw	4
QFqhcI0rIrYhOBlbrO8Q	4
guOAMxumE4ZBZ1ioLlIsA	4
x8azF2eApY2guBGyPcNQ	2
Ebkv0pjXukwJNgYS5um9w	2
YHWReam1Q2k1WR8SPZ0fQ	4
mtVtOdcuv0y1a9wjnDS21w	4
nRxF1UJnmcbCfGe1CY1Iw	4
hTHlmJYcuilkTvlj4Pg5A	2
F31sQiGlZOsJgqyLlwcN9w	2
WsXIwZV1Y6LtauVfxxMkWg	2
G1JYyePi35UCkOWsMsbWA	4
K0p8UnnsIgHsSE53iKO2Wg	2
2zMD27ubiJEhFQKWBPjQ	2
3cT422sxzwNNf9mJ4kvUhg	4
ZGRr0aBv9qRGAXTaqskMw	4
wksd9gpuK6jgg8glzZV4Q	2
v4aaZff68qxBBvoIaVRp2A	2
mw2FWXWDdTnBZsDzAUPWw	2
5hyhNmP2cXFQ1ktp4moyOQ	4
55X78gSfOD6tuTQefxWkLA	2
zOnEsiZ4XCNh51tEmv3a9A	2
drHajExERJdUoJbXFavMpg	4
NzHSMEHOkyBMe2xXxQQEA	4
jFV7RRzWa2ci0u18jREYsg	4
NunhyhvVJ1Ro77db1h4Dag	4
IuzjaWk1mTbndSvoziZ9Q	4
EqXnIfwykD3qLSTHrK3vw	2
sjaR0R6ORe52tnZ39puvqg	4
YlC93KDg2kYdSTPJQPQAA	4
